"n"	"date"	"dream"
"1966-036"	"(9/30/66)"	"#1966-036 (9/30/66) Roxanne K. comes over with David and Andrea - she helps me clean up; I apologize. She takes care of Zena, feeds her pancakes and a big dinner; I am in a room with artists; I make some marks on abstract art piece: looks like +++ in black ink; cannot be erased; I feel scared and guilty. Then I go into a larger banquet room: Father Andrew arrives; wants the children taken away; I go up to carry them to the car and while I carry Andrea, Roxanne carries on a conversation with Father Andrew; he is cool to me."
"1966-037"	"(10/9/66)"	"#1966-037 (10/9/66) I am with Father Andrew and Marissa at many social events; we live near each other; Marissa comes to visit and is very critical of how I keep my house... later see Father Andrew and Marissa wearing the same coat made of light beige wool with blue checks over squares. When I visit them I sit on a rough wooden stool: I am (made to) feel very inferior. At home I see a newspaper (London Observer?) with pictures dated 1956: Marissa and Father: Marissa 1.1 Margie Manning, she has red roses next to her picture of 1956. I realize that he loves her very much and that they have been much in the lime light."
"1966-038"	"(10/12/66)"	"#1966-038 (10/12/66) At a performance: Father Andrew will small baby; it makes a noise; he tells me later how his children caused him trouble."
"1966-039"	"(10/14/66)"	"#1966-039 (10/14/66) I am near the seaside at a place of my childhood; sit by the water in muddy places: Zena is playing around; then jumps in and disappears; I get ""sinking feeling"" as a huge stone wall closes off main body of water from the beach and produces a kind of tidal wave."
"1966-040"	"(10/15/66)"	"#1966-040 (10/15/66) Eli returns for a visit dressed up like Father Andrew. I do some sketches for him; very very happy; he talks to Frank at length, but I know he came to visit me. (!) - near the seaside: large modern building: there is mysterious measuring and surveying to determine the ""property lines""; I am scared. See very beautiful sky and seascapes; - am holding Frank's penis as he urinates into many large vessels... awakened."
"1966-041"	"(10/16/66)"	"#1966-041 (10/16/66) In two hotel rooms: I am in a room with a man I am in love with; looks like a young boy; really Eli. My friend Karina Palmer says: ""Go and sleep with him already; he loves you and you love him."" We get ready for a movie. Then we get undressed; embraces; very exciting; beautiful orgasm. - I am in a big car - back up and bump into another car: very angry about it; Frank angry too. Zena in bed in the 2nd room; suddenly window and window frame fall away as in an earthquake; I scream ""The child, my child."" Someone saves her and puts her on a bus; but I get to her and hold her close; very tender feeling. I look to see why it happened. It was an annex that was not structurally too good. - See Father Andrew and tell him about the incident. I say ""Here is a sermon topic for you... and I didn't really get scared; and that's progress isn't it?"""
"1966-042"	"(10/31/66)"	"#1966-042 (10/31/66) In a boat on Lake Columbus - very choppy water; in a sped boat: very narrowly miss airplanes as they take off from the water; the boat glides into a gas station: remember sitting there and wondering about trip over the water. - Hillary has a new sink: she points out that I too have a new sink: Frank had moved the sink and stove on Thanksgiving Day; I had never noticed it."
"1966-043"	"(11/6/66)"	"#1966-043 (11/6/66) Garbage can: someone is trying to take ours away; later at Church: many visits from other Orthodox Church; I am relaxed waiting for service to start; go back to sacristy; big crowd; Father Andrew tells me in a whisper: ""Did you know that Ruth (sister of Karina Palmer) and my mother's 9th cousin got involved?"" I am very puzzled, but elated that he should tell me this gossip."
"1966-044"	"(11/9/66)"	"#1966-044 (11/9/66) Father Andrew, Marissa and Christine Gallos come in in their night gowns: talk of celebration and their anniversary; I do the dishes. And I ask her if I can make eggs for her. No, but she is friendly."
"1966-045"	"(11/17/66)"	"#1966-045 (11/17/66) Eli came back! We are at a big rally; Jews telling how some prophets begat people who died at Auschwitz - see huge crowds, look like the Beatles... Eli arrives and lives in a house nearby. We are invited for dinner; Wendy goes in first: ""You've grown,"" then I walk up and we embrace. He gives me presents, and a present for Frank and another present for me! Very happy."
"1966-046"	"(11/19/66)"	"#1966-046 (11/19/66) Big gathering: many children and confusion: I am in charge of the children's section; work in Father Andrew's office: walk out of a glass door which he helps me open; later Father Andrew gives a speech and a baby makes noise; he asks me to take the crying baby outside and keep it quiet."
"1966-047"	"(11/22/66)"	"#1966-047 (11/22/66) Eli & Rhonda see them and how they met and feel in love; she follows him up a stairway: she has beautiful blond hair. I have to swim home: in the Mississippi in a swift current. I am barely able to jump onto stone ramp on land."
"1966-048"	"(12/2/66)"	"#1966-048 (12/2/66) In Father Andrew's office: he has paintings and cartoons in his studio. (!) We talk of his drawings; later he explains his frustrations; we are siting in a back room with our legs up on a table; relaxed; later on bus with child almost run over."
"1966-049"	"(12/5/66)"	"#1966-049 (12/5/66) Talking to Eli on the phone. I explain my feelings: then landlady comes to phone and says, ""He just died."" I sob, heartbroken; also hear of Karina Palmer's death; sad; then talk to Elaine Barbatsis (from Church) about preparing food; go to dance and leave early."
"1966-050"	"(12/10/66)"	"#1966-050 (12/10/66) 2 airplanes diving out of the sky: almost crash. 3rd airplane comes apart in the air."
"1966-051"	"(12/22/66)"	"#1966-051 (12/22/66) With Father Andrew at a dinner: he calls me over; I am wearing my blue robe. ""Emma you certainly got some wonderful people on this list to help."" ""Father you gave them to me originally."" Laugh; I ride with him in a car; lean my head on his shoulder; very peaceful feeling of harmony."
"1966-052"	"(12/24/66)"	"#1966-052 (12/24/66) Church: Communion, take it from a woman in a fur hat. Afterwards Frank gets very angry: rips up a jungle gym; tears through the house; even hits Shirley R. Then calmer but carries 2 whiskey bottles in rear pocket; very embarrassing; but takes them out when I ask him."
"1967-001"	"(5/16/67)"	"#1967-001 (5/16/67) We are going to Canada: see Father Andrew - he looks like my father; we are to play tennis: he wears a yellow T-shirt and lt. blue pants."
"1967-002"	"(5/16/67)"	"#1967-002 (5/16/67) We go sailing with the Camdens: they have a home-made sailboat; we try to join them; they tell us where it is we're going to; very calm and beautiful view."
"1967-003"	"(6/11/67)"	"#1967-003 (6/11/67) I am looking for a new room: Wendy is fixing it up; a sports and music room: it has 2 mirrors. I am with Ron Roland on a couch: our fingers touch gentleness - awakened."
"1967-004"	"(6/30/67)"	"#1967-004 (6/30/67) Karina Palmer has a restaurant: take some of her things over to the restaurant; then tried to climb steep step to attic: could not do it; one step came off in my hand. Marissa Camden at the restaurant: tell her about Karina's plan and about my troubles."
"1967-005"	"(7/10/67)"	"#1967-005 (7/10/67) Bicycle ride: over a rough road, almost fall off (right handle bar is missing; I forget to pick up the Rolands' kids; - then suddenly riding a new bicycle: good gears: I am going back to pick up the kids and end up at Betty-Jo's (Mastrey - they had restaurant). See her with Mia (her daughter) and with Toni (her husband); we play with the kids; very happy; we have lots to talk about, but I can't stay."
"1967-006"	"(8/8/67)"	"#1967-006 (8/8/67) Dreamt I had a baby boy: also Olga Ellis had a baby; I took her baby home, then my baby boy; it was a strong good baby."
"1967-007"	"(9/19/67)"	"#1967-007 (9/19/67) There is a revue to show an allegory of Christ's Love for Mankind: a dance routine, and ends with live child (?): ""I lost my ice cream cone"": Christ says: ""I AM A 6'3"" ice cream cone!"" I look up, way up, have a great sense of gratitude."
"1967-008"	"(10/14/67)"	"#1967-008 (10/14/67) Talking to Father Andrew on the phone: someone says: ""leave him alone already..."" ""It takes time to appreciate differences,"" I say; and Father Andrew says: ""Give me your best.""..."
"1967-009"	"(1/1/67)"	"#1967-009 (1/1/67) I am among the contestants for a prize at a dance with a person called ST. DENIS - I am among the top winners! Very happy."
"1967-010"	"(1/8/67)"	"#1967-010 (1/8/67) I am by the sea with Frank: writing a poem; see cloud formations like fingers of a hand: then in a house by the sea: Father Andrew speaks Czech. - Two Jewish women parade NAKED for a play - they ask my advice for their costumes."
"1967-011"	"(4/27/67)"	"#1967-011 (4/27/67) People in a large mansion: people come to help and drive us places; we have them for supper in our poor place, then realize that they are much more wealthy than we are.... -- Get a ride for a lesson with an older man. Father Andrew wants me to go to my house to read in peace and quiet (I take the telephone off the hook!). I stay in the office and later take telephone calls."
"1967-012"	"(5/1/67)"	"#1967-012 (5/1/67) Everyone is decorating my house: they paint birds, white and blue (!) splotches on the wall; very uneven - not very attractive; Roxanne drops in. ""How can you let them do this?"" ""I can't do anything about it."" I tell her how I often feel uncomfortable with her because she puts me on such a pedestal. - Father Andrew (with some teeth missing) is in the kitchen drying dishes. ""Are you happy Father?"" I ask. ""No, I'm quite sad to hear them talk I did not believe it could be like that."" He smiles - ""I am sorry Father-"" He leaves and I hear Church songs."
